"id","jurisdiction_id","full_name","level","short_name"
"C0234040","J0234","Civil Court of the City of New York","SS","Civil Court of the City of New York"
"C0234041","J0234","Long Beach City Court","ST","Long Beach City Court"
"C0234042","J0234","Suffolk County District Court","ST","Suffolk County District Court"
"C0234043","J0234","Rochester City Court","ST","Rochester City Court"
"C0234044","J0234","Syracuse City Court","ST","Syracuse City Court"
"C0234045","J0234","New York Family Court","SS","New York Family Court"
"C0234046","J0234","Buffalo City Court","ST","Buffalo City Court"
"C0234047","J0234","White Plains City Court","ST","White Plains City Court"
"C0234048","J0234","Mount Vernon City Court","ST","Mount Vernon City Court"
"C0234049","J0234","New York Marine Court","SS","New York Marine Court"
"C0234050","J0234","New York State Assembly","SS","New York State Assembly"
"C0234051","J0234","Massapequa Park Justice Court","ST","Massapequa Park Justice Court"
"C0234052","J0234","Greece Justice Court","ST","Greece Justice Court"
"C0234053","J0234","Criminal Court of the City of New York","SS","Criminal Court of the City of New York"
"C0234054","J0234","New York County Court, Suffolk County","ST","Suffolk County Court"
"C0234055","J0234","New York County Court, Essex County","ST","Essex County Court"
"C0234056","J0234","New York Court of Sessions","ST","New York Court of Sessions"
"C0234057","J0234","New York County Court, Kings County","ST","Kings County Court"
"C0234058","J0234","Yonkers City Court","ST","Yonkers City Court"
"C0234059","J0234","New York County Court, Schuyler County","ST","Schuyler County Court"
"C0234060","J0234","Oakfield Justice Court","ST","Oakfield Justice Court"
"C0234061","J0234","Glens Falls City Court","ST","Glens Falls City Court"
"C0234062","J0234","New York Court on the Judiciary","SS","New York Court on the Judiciary"
"C0234063","J0234","New Rochelle City Court","ST","New Rochelle City Court"
"C0234064","J0234","New York Justice Court","ST","New York Justice Court"
"C0234065","J0234","Utica City Court","ST","Utica City Court"
"C0234066","J0234","Dunkirk City Court","ST","Dunkirk City Court"
"C0234067","J0234","New York County Court, Albany County","ST","Albany County Court"
"C0234068","J0234","Binghamton City Court","ST","Binghamton City Court"
"C0234069","J0234","Cohoes City Court","ST","Cohoes City Court"
"C0234070","J0234","Justice Court of Village of Blasdell","ST","Blasdell Justice Court"
"C0234071","J0234","U.S. Circuit Court for New York","FA","U.S. Circuit Court for New York"
"C0234072","J0234","New York Circuit Court","ST","New York Circuit Court"
"C0234073","J0234","Middletown City Court","ST","Middletown City Court"
"C0234074","J0234","Poughkeepsie Justice Court","ST","Poughkeepsie Justice Court"
"C0234075","J0234","New York Magistrate Court","ST","New York Magistrate Court"
"C0234076","J0234","Monroe County Court","ST","Monroe County Court"
"C0234077","J0234","New York County Court, Rensselaer County","ST","Rensselaer County Court"
"C0234078","J0234","New York Circuit Court, Kings County","ST","New York Circuit Court, Kings County"
"C0234079","J0234","Justice Court of Village of Tuckahoe","ST","Tuckahoe Justice Court"
"C0234080","J0234","Justice Court of Village of Sleepy Hollow","ST","Sleepy Hollow Justice Court"
"C0234081","J0234","Justice Court of Village of Spring Valley","ST","Spring Valley Justice Court"
"C0234082","J0234","New York County Court, Montgomery County","ST","Montgomery County Court"
"C0234083","J0234","New York State Hospital Commission","SA","New York State Hospital Commission"
"C0234084","J0234","New York County Court, Monroe County","ST","Monroe County Court"
"C0234085","J0234","Amherst Town Court","ST","Amherst Town Court"
"C0234086","J0234","Ithaca City Court","ST","Ithaca City Court"
"C0234087","J0234","Justice Court of Village of Ocean Beach","ST","Ocean Beach Justice Court"
"C0234088","J0234","Watertown City Court","ST","Watertown City Court"
"C0234089","J0234","Hudson City Court","ST","Hudson City Court"
"C0234090","J0234","Horseheads Justice Court","ST","Horseheads Justice Court"
"C0234091","J0234","Oyer and Terminer, Albany County","ST","Oyer and Terminer, Albany County"
"C0234092","J0234","Justice Court of Village of Kings Point","ST","Kings Point Justice Court"
"C0234093","J0234","New York Court of Assizes","SS","New York Court of Assizes"
"C0234094","J0234","New York Court of Session, Albany County","ST","New York Court of Session, Albany County"
"C0234095","J0234","New York County Court, Saratoga County","ST","New York Saratoga County Court"
"C0234096","J0234","New York County Court, Putnam County","ST","County Court of New York, Putnam County"
"C0234097","J0234","Geneva City Court","ST","Geneva City Court"
"C0234098","J0234","Justice Court of Scarsdale","ST","Scarsdale Justice Court"
"C0234099","J0234","New York County Court, Tompkins County","ST","Tompkins County Court"
"C0234100","J0234","New York County Court, Schoharie County","ST","Schoharie County Court"
"C0234101","J0234","New York Supreme Court, New York County","ST","New York Supreme Court, New York County"
"C0234102","J0234","Colonie Justice Court","ST","Colonie Justice Court"
"C0234103","J0234","Justice Court of Village of Westbury","ST","Westbury Justice Court"
"C0234104","J0234","Peekskill City Court","ST","Peekskill City Court"
"C0234105","J0234","Kinderhook Justice Court","ST","Kinderhook Justice Court"
"C0234106","J0234","Poughkeepsie City Court","ST","Poughkeepsie City Court"
"C0234107","J0234","Henrietta Justice Court","ST","Henrietta Justice Court"
"C0234108","J0234","Sand Lake Justice Court","ST","Sand Lake Justice Court"
"C0234109","J0234","Justice Court of Village of Roslyn Harbor","ST","Roslyn Harbor Justice Court"
"C0234110","J0234","New York County Court, Chemung County","ST","Chemung County Court"
"C0234111","J0234","New York County Court, Erie County","ST","Erie County Court"
"C0234112","J0234","New York County Court, Livingston County","ST","Livingston County Court"
"C0234113","J0234","New York County Court, Cayuga County ","ST","Cayuga County Court"
"C0234114","J0234","Bronx County Court","ST","Bronx County Court"
"C0234115","J0234","New York County Court, Steuben County","ST","Steuben County Court"
"C0234116","J0234","Jamestown City Court","ST","Jamestown City Court"
"C0234117","J0234","Batavia City Court","ST","Batavia City Court"
"C0234118","J0234","Oswego City Court","ST","Oswego City Court"
"C0234119","J0234","North Greenbush Justice Court","ST","North Greenbush Justice Court"
"C0234120","J0234","Columbia County Court of Oyer and Terminer","ST","Columbia County Court of Oyer and Terminer"
"C0234121","J0234","New York County Court, Wayne County","ST","Wayne County Court"
"C0234122","J0234","Port Jervis City Court","ST","Port Jervis City Court"
"C0234123","J0234","New York County Court, Wyoming County","ST","Wyoming County Court"
"C0234124","J0234","Albany Court of Special Sessions","ST","Albany Court of Special Sessions"
"C0234125","J0234","Auburn City Court","ST","Auburn City Court"
"C0234126","J0234","Hunter Justice Court","ST","Hunter Justice Court"
"C0234127","J0234","Albany City Police Court","ST","Albany City Police Court"
"C0234128","J0234","Justice Court of Village of Fleischmanns","ST","Fleischmanns Justice Court"
"C0234129","J0234","Valley Stream Justice Court","ST","Valley Stream Justice Court"
"C0234130","J0234","New York City Court of Special Sessions","ST","New York City Court of Special Sessions"
"C0234131","J0234","New York County Court, Chautauqua County","ST","Chautauqua County Court"
"C0234132","J0234","Lloyd Harbor Village Police Court","ST","Lloyd Harbor Village Police Court"
"C0234133","J0234","Justice Court of Town of Ramapo","ST","Ramapo Justice Court"
"C0234134","J0234","Justice Court of Town of Greenburgh","ST","Justice Court of Town of Greenburgh"
"C0234135","J0234","Cornwall Justice Court","ST","Cornwall Justice Court"
"C0234136","J0234","Kensington Village Court","ST","Kensington Village Court"
"C0234137","J0234","New York Circuit Court, Delaware County","ST","New York Circuit Court, Delaware County"
"C0234138","J0234","North Castle Justice Court","ST","North Castle Justice Court"
"C0234139","J0234","Village Justice Court of Village of Lynbrook","ST","Lynbrook Justice Court"
"C0234140","J0234","Justice Court of Town of Perinton","ST","Perinton Justice Court"
"C0234141","J0234","New York County Court, Dutchess County","ST","Dutchess County Court"
"C0234142","J0234","Mamaroneck Justice Court","ST","Mamaroneck Justice Court"
"C0234143","J0234","Rome City Court","ST","Rome City Court"
"C0234144","J0234","Justice Court of Village of Cayuga Heights","ST","Cayuga Heights Justice Court"
"C0234145","J0234","Columbia County Court","ST","Columbia County Court"
"C0234146","J0234","Canandaigua City Court","ST","Canandaigua City Court"
"C0234147","J0234","Justice Court of Town of Brighton","ST","Brighton Justice Court"
"C0234148","J0234","Rye City Court","ST","Rye City Court"
"C0234149","J0234","Hornell City Court","ST","Hornell City Court"
"C0234150","J0234","New York County Court, Schenectady County","ST","Schenectady County Court"
"C0234151","J0234","Mendon Justice Court","ST","Mendon Justice Court"
"C0234152","J0234","Clarkstown Justice Court","ST","Clarkstown Justice Court"
"C0234153","J0234","New York County Court, Westchester County","ST","Westchester County Court"
"C0234154","J0234","New York County Court, Queens County","ST","Queens County Court"
"C0234155","J0234","Rockville Centre Village Court","ST","Rockville Centre Village Court"
"C0234156","J0234","New York County Court, Chenango County","ST","Chenango County Court"
"C0234157","J0234","Justice Court of Village of Orchard Park","ST","Orchard Park Justice Court"
"C0234158","J0234","New York Executive Chamber","SS","New York Executive Chamber"
"C0234159","J0234","New York County Court, Niagara County","ST","Niagara County Court"
"C0234160","J0234","Oneida County Court","ST","Oneida County Court"
"C0234161","J0234","New York County Court, Otsego County","ST","Otsego County Court"
"C0234162","J0234","New Windsor Justice Court","ST","New Windsor Justice Court"
"C0234163","J0234","Wappinger Justice Court","ST","Wappinger Justice Court"
"C0234164","J0234","Court of Sessions, New York County","ST","Court of Sessions, New York County"
"C0234165","J0234","Nassau City Court","ST","Nassau City Court"
"C0234166","J0234","Justice Court of Town of Fishkill","ST","Fishkill Justice Court"
"C0234167","J0234","New York County Court, Onondaga County","ST","Onondaga County Court"
"C0234168","J0234","Great Neck Plaza Village Court","ST","Great Neck Plaza Village Court"
"C0234169","J0234","Newburgh City Court","ST","Newburgh City Court"
"C0234170","J0234","Justice Court of Town of Ossining","ST","Ossining Justice Court"
"C0234171","J0234","Tonawanda City Court","ST","Tonawanda City Court"
"C0234172","J0234","Dix Town Court","ST","Dix Town Court"
"C0234173","J0234","Justice Court of Village of Newark","ST","Newark Justice Court"
"C0234174","J0234","Erie County Court of Oyer and Terminer","ST","Erie County Court of Oyer and Terminer"
"C0234175","J0234","Plattsburgh City Court","ST","Plattsburgh City Court"
"C0234176","J0234","Justice Court of Village of Pound Ridge","ST","Pound Ridge Justice Court"
"C0234177","J0234","New York County Court, Orleans County","ST","Orleans County Court"
"C0234178","J0234","Kingston City Court","ST","Kingston City Court"
"C0234179","J0234","Harrison Town Court","ST","Harrison Town Court"
"C0234180","J0234","Elmira City Court","ST","Elmira City Court"
"C0234181","J0234","New York County Court, Cattaraugus County","ST","Cattaraugus County Court"
"C0234182","J0234","Justice Court of Village of Ardsley","ST","Ardsley Justice Court"
"C0234183","J0234","New York County Court, Rockland County","ST","Rockland County Court"
"C0234184","J0234","Justice Court of Village of Massapequa","ST","Massapequa Justice Court"
"C0234185","J0234","New York Circuit Court, Columbia County","ST","New York Circuit Court, Columbia County"
"C0234186","J0234","New York County Court, Tioga County","ST","Tioga County Court"
"C0234187","J0234","Troy City Court","ST","Troy City Court"
"C0234188","J0234","Justice Court of the Village of Nyack","ST","Nyack Justice Court"
"C0234189","J0234","New York County Court, Herkimer County","ST","Herkimer County Court"
"C0234190","J0234","Justice Court of Tonawanda","ST","Tonawanda Justice Court"
"C0234191","J0234","Chili Justice Court","ST","Chili Justice Court"
"C0234192","J0234","Justice Court of Town of Lockport","ST","Lockport Justice Court"
"C0234193","J0234","Justice Court of Village of Muttontown","ST","Muttontown Justice Court"
"C0234194","J0234","Justice Court of Village of North Hills","ST","North Hills Justice Court"
"C0234195","J0234","New York Supreme Court, St. Lawrence County","ST","New York Supreme Court, St. Lawrence County"
"C0234196","J0234","Justice Court of Village of Lindenhurst","ST","Lindenhurst Justice Court"
"C0234197","J0234","Justice Court of Village of South Nyack","ST","South Nyack Justice Court"
"C0234198","J0234","New York County Court, Fulton County","ST","Fulton County Court"
"C0234199","J0234","New York County Court, Delaware County","ST","Delaware County Court"
"C0234200","J0234","Justice Court of Village of Elmsford","ST","Elmsford Justice Court"
"C0234201","J0234","New York County Court, St. Lawrence County","ST","St. Lawrence County Court"
